ANO_EDITAL;EDITAL;NAT_OBJETO;DESC_OBJETO;CAT_OBJETO;NOME_LICITANTE;CNPJ;CPF;VL_PROPOSTA;OBS
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;4.000,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;4.600,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;4.800,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;4.800,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;5.200,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;6.400,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;6.400,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;ETOPRAG SANEAMENTO AMBIENTAL LTDA ME;17213888000143;;7.020,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;11.200,00;
2017;PPS12000217/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS - REGISTRO, VEÍCULOS DO MESA BRASIL E BIBLIOSESC.;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;41.600,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;ORPAN - ORGANIZAÇÃO PANAMERICANA DE SEGURANÇA PATRIMONIAL LTDA.;05137100000188;;1.698.698,67;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;APORT SEGURANÇA PATRIMONIAL LTDA - EPP;14483111000100;;1.698.700,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;EMPRESA DE SEGURANÇA INFINITY EIRELE;18714967000109;;1.698.799,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;MERITO SEGURANÇA E VIGILANCIA PATRIMONIAL LTDA - ME;13014370000120;;1.728.500,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;G4S VANGUARDA SEGURANÇA E VIGILANCIA LTDA;47190129000173;;1.739.470,08;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;SHIELD SEGURANÇA - EIRELI ;15252971000104;;1.761.450,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;FORÇA E APOIO SEGURANÇA E VIGILÂNCIA LTDA;02983749000121;;1.761.520,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;DUBBAI SEGURANÇA E VIGILANCIA LTDA;09634979000124;;1.780.505,38;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;SEAL SEGURANÇA ALTERNATIVA EIRELI;03949685000105;;1.820.000,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;ACAPULCO SEGURANÇA EIRELI EPP;20858299000127;;1.877.900,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;AÇOFORTE SEGURANÇA E VIGILÂNCIA LTDA;07447264000137;;1.885.818,59;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;ALBATROZ SEGURANÇA E VIGILÂNCIA LTDA;66700295000117;;1.885.821,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;MRS SEGURANÇA E VIGILANCIA PATRIMONIAL EIRELI - ME;19210884000137;;1.954.800,00;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;ESQUADRA- TRANSPORTE DE VALORES & SEGURANÇA LTDA;07705117000543;;1.982.921,44;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;TARTALIA SEGURANÇA E VIGILÂNCIA EIRELI EPP;11898403000116;;2.000.764,80;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;SUPORTE SERVIÇOS DE SEGURANÇA LTDA;67803726000133;;2.039.403,12;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;PLURI SEGURANÇA E VIGILÂNCIA LTDA.;96379870000192;;2.403.805,20;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;DUNBAR SERVIÇOS DE SEGURANÇA EIRELI;13649411000154;;2.953.545,60;
2017;PPS12000219/2017;2;SERVIÇOS DE VIGILÂNCIA E SEGURANÇA PATRIMONIAL ARMADA E DESARMADA PARA A UNIDADE INTERLAGOS;36;CENTURION SEGURANÇA E VIGILÂNCIA LTDA;67668194000179;;6.600.000,00;
2017;PPS12000220/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS PARA A UNIDADE SOROCABA;27;CHEDE DEDETIZAÇÃO E DESENTUPIMENTO LTDA MR ;20511480000162;;4.368,00;
2017;PPS12000220/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS PARA A UNIDADE SOROCABA;27;DESINSECTA CONTROLE PROFISSIONAL DE PRAGAS LTDA EPP;05771612000100;;4.368,00;
2017;PPS12000220/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS PARA A UNIDADE SOROCABA;27;ETOPRAG SANEAMENTO AMBIENTAL LTDA ME;17213888000143;;4.374,00;
2017;PPS12000220/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS PARA A UNIDADE SOROCABA;27;COBRA SAÚDE AMBIENTAL LTDA - ME;12065400000164;;6.588,00;
2017;PPS12000220/2017;2;SERVIÇOS DE CONTROLE DE VETORES E PRAGAS URBANAS PARA A UNIDADE SOROCABA;27;ASSEIO SANEAMENTO AMBIENTAL LTDA;60094406000102;;34.824,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;A T S - TERCEIRIZAÇÃO DE MÃO DE OBRA LTDA.;07473964000104;;103.000,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;ESPECIALY TERCEIRIZAÇÃO LTDA. - EPP;20522050000146;;103.000,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;SAMHI SANEAMENTO MÃO DE OBRA E HIGIENIZAÇÃO LTDA;03206234000188;;110.899,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;RCA SERVIÇOS GERAIS LTDA;04544668000150;;110.899,90;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;ALFER PRESTADORA DE SERVIÇOS LTDA-EPP;01456620000100;;112.240,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;BETA CLEAN & SERVICE LTDA.;61704052000133;;112.245,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;ARCOLIMP SERVIÇOS GERAIS LTDA;05576482000146;;113.000,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;DEMAX SERVIÇOS E COMÉRCIO LTDA;48096044000193;;114.980,00;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;SR SERVIÇOS TERCEIRIZADOS LTDA;01582046000129;;118.000,01;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;GRAMAPLAN COMERCIO E SERVIÇOS LTDA;49727241000126;;124.103,26;
2017;PPS12000226/2017;2;SERVIÇOS DE LIMPEZA PERMANENTE E EVENTUAL PARA A UNIDADE SANTANA;38;GERACAO TERCEIRIZE LTDA ­ EPP;11999816000197;;142.413,46;
2017;PPS12000227/2017;2;PREVISÃO DE TEMPO, CLIMA E MONITORAMENTO DE CONDIÇÕES CLIMÁTICAS NO REGIONAL;40;SOMAR METEOROLOGIA;05824817000106;;3.600,00;PREVISÃO DE TEMPO
2017;PPS12000227/2017;2;PREVISÃO DE TEMPO, CLIMA E MONITORAMENTO DE CONDIÇÕES CLIMÁTICAS NO REGIONAL;40;AGENCIA BRASILERA DE METEOROLOGIA;01969956000169;;3.840,00;PREVISÃO DE TEMPO
2017;PPS12000229/2017;2;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ;40;METAFLORA SISTEMAS AMBIENTAIS E LIMPEZA INDUSTRIAL EIRELI;04218842000175;;8.700,00;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ
2017;PPS12000229/2017;2;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ;40;LUIS ARNALDO DE MAGALHÃES E CIA LTDA;02103858000107;;8.900,00;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ
2017;PPS12000229/2017;2;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ;40;APOENA SERVIÇOS DE PAISAGISMO LTDA;14574666000168;;9.000,00;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ
2017;PPS12000229/2017;2;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ;40;CONSTRUPOPP DE PRUDENTE SERIÇOS EIRELI;66606971000198;;11.304,00;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ
2017;PPS12000229/2017;2;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ;40;RCA PRODUTOS E SERVIÇOS LTDA;69207850000161;;11.311,50;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ
2017;PPS12000229/2017;2;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ;40;CL SERVIÇOS AMBIENTAIS E CIVIS;24456802000179;;16.500,00;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ
2017;PPS12000229/2017;2;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ;40;EMPRESA TEJOFRAN DE SANEAMENTO E SERVIÇOS LTDA;61288437000167;;18.101,29;SERVIÇOS DE CONSERVAÇÃO DE ÁREAS VERDES DA UNIDADE TAUBATÉ
2017;PPS12000269/2017;2;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA;40;ATMOSFERA GESTÂO E HIGIENIZAÇÃO DE TÊXTEIS S.A.;00886257000788;;49.600,00;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA
2017;PPS12000269/2017;2;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA;40;TOTALQUALY HIGIENIZAÇÃO TEXTIL EIRELI;12387556000161;;52.399,00;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA
2017;PPS12000269/2017;2;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA;40;ROMEU MUNHOZ DE CAMARGO FILHO ME;13102152000147;;69.016,60;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA
2017;PPS12000269/2017;2;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA;40;LAVANDERIA ANTARES LTDA.;09398861000144;;92.410,00;SERVIÇOS PARA HIGIENIZAÇÃO DE ENXOVAIS E PEÇAS AVULSAS DA UNIDADE BERTIOGA
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;SD CONSULTORIA EM GESTÃO EMPRESARIAL SA;20382421000131;;804,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;SD CONSULTORIA EM GESTÃO EMPRESARIAL SA;20382421000131;;804,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;SD CONSULTORIA EM GESTÃO EMPRESARIAL SA;20382421000131;;804,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;SD CONSULTORIA EM GESTÃO EMPRESARIAL SA;20382421000131;;804,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;SD CONSULTORIA EM GESTÃO EMPRESARIAL SA;20382421000131;;1.500,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;SD CONSULTORIA EM GESTÃO EMPRESARIAL SA;20382421000131;;1.500,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;VISIO COUNTER SISTEMS MONITORAMENTO LTDA.;20112224000100;;1.545,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;VISIO COUNTER SISTEMS MONITORAMENTO LTDA.;20112224000100;;1.545,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;VISIO COUNTER SISTEMS MONITORAMENTO LTDA.;20112224000100;;1.650,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;VISIO COUNTER SISTEMS MONITORAMENTO LTDA.;20112224000100;;1.650,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;VISIO COUNTER SISTEMS MONITORAMENTO LTDA.;20112224000100;;1.650,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;VISIO COUNTER SISTEMS MONITORAMENTO LTDA.;20112224000100;;1.650,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;TECAL ENGENHARIA LTDA.;31953284000164;;23.300,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;TECAL ENGENHARIA LTDA.;31953284000164;;23.300,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;TECAL ENGENHARIA LTDA.;31953284000164;;23.300,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;TECAL ENGENHARIA LTDA.;31953284000164;;23.300,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;TECAL ENGENHARIA LTDA.;31953284000164;;31.150,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000294/2017;2;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI;40;TECAL ENGENHARIA LTDA.;31953284000164;;31.150,00;SERVIÇOS CONTINUADOS PARA CONTAGEM DE PÚBLICO FREQUENTADOR PARA AS UNIDADES ITAQUERA E BIRIGUI
2017;PPS12000295/2017;2;SERVIÇOS MÉDICOS DERMATOLÓGICOS;40;C.N.S.M COOPERATIVA NACIONAL DE SERVIÇOS MEDICOS;07327054000105;;35.360,00;SERVIÇOS MÉDICOS DERMATOLÓGICOS
2017;PPS12000295/2017;2;SERVIÇOS MÉDICOS DERMATOLÓGICOS;40;ARAUJO & NISHIMURA SERVIÇOS MÉDICOS E DE SAÚDE LTDA;02441516000105;;37.435,84;SERVIÇOS MÉDICOS DERMATOLÓGICOS
2017;PPS12000295/2017;2;SERVIÇOS MÉDICOS DERMATOLÓGICOS;40;ACLIMED CLINICA MEDICA ACLIMAÇÃO LTDA;03199587000106;;40.352,00;SERVIÇOS MÉDICOS DERMATOLÓGICOS
2017;PPS12000295/2017;2;SERVIÇOS MÉDICOS DERMATOLÓGICOS;40;LIDER EMERGENCIAS LTDA EPP;09184217000173;;61.360,00;SERVIÇOS MÉDICOS DERMATOLÓGICOS
2017;PPS12000299/2017;2;CONTRATAÇÃO DE HIGIENIZAÇÃO DE UNIFORMES DA LINHA PROFISSIONAL DE ATENDIMENTO E TOALHAS DA ÁREA DE ALIMENTAÇÃO PARA A UNIDADE BIRIGUI;40;LAVANDERIA ANTARES LTDA.;09398861000144;;5.069,22;CONTRATAÇÃO DE HIGIENIZAÇÃO DE UNIFORMES DA LINHA PROFISSIONAL DE ATENDIMENTO E TOALHAS DA ÁREA DE ALIMENTAÇÃO PARA A UNIDADE BIRIGUI
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;ARAUJO & NISHIMURA SERVIÇOS MÉDICOS E DE SAÚDE LTDA;02441516000105;;2.019.402,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;C.A.P SERVIÇOS MÉDICOS;14016550000103;;2.019.600,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;C.N.S.M COOPERATIVA NACIONAL DE SERVIÇOS MEDICOS;07327054000105;;2.058.408,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;ACLIMED CLINICA MEDICA ACLIMAÇÃO LTDA;03199587000106;;2.138.400,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;ATUAL MÉDICA GESTÃO DE SAÚDE LTDA - EPP;10836436000179;;2.197.404,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;SYNGULAR MEDICINA EMPRESARIAL LTDA;05731892000114;;2.772.000,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;ARAUJO & NISHIMURA SERVIÇOS MÉDICOS E DE SAÚDE LTDA;02441516000105;;2.837.871,75;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;C.A.P SERVIÇOS MÉDICOS;14016550000103;;2.838.150,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;ATUAL MÉDICA GESTÃO DE SAÚDE LTDA - EPP;10836436000179;;3.004.821,75;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;C.N.S.M COOPERATIVA NACIONAL DE SERVIÇOS MEDICOS;07327054000105;;3.005.100,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;ACLIMED CLINICA MEDICA ACLIMAÇÃO LTDA;03199587000106;;3.060.471,75;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
2017;PPS12000313/2017;2;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA;40;SYNGULAR MEDICINA EMPRESARIAL LTDA;05731892000114;;3.199.875,00;SERVIÇOS MÉDICOS ESPECIALIZADOS PARA A UNIDADE VILA MARIANA
